customer_id,name,email,country,city,phone,created_date
38,Customer 38,customer38@mail.com,Chile,Cuenca,+593987870420,2023-02-26
39,Customer 39,customer39@mail.com,Ecuador,Guayaquil,+593928093039,2023-04-17
40,Customer 40,customer40@mail.com,Chile,Bogota,+593980542236,2024-06-11
41,Customer 41,customer41@mail.com,Colombia,Santiago,+593944325124,2023-07-01
42,Customer 42,customer42@mail.com,Peru,Guayaquil,+593932644720,2023-09-23
43,Customer 43,customer43@mail.com,Ecuador,Guayaquil,+593931609307,2024-11-03
44,Customer 44,customer44@mail.com,Chile,Quito,+593944228244,2024-02-17
45,Customer 45,customer45@mail.com,Ecuador,Lima,+593938735942,2022-12-30
46,Customer 46,customer46@mail.com,Chile,Bogota,+593917797698,2022-04-29
47,Customer 47,customer47@mail.com,Ecuador,Guayaquil,+593916982252,2025-06-15
48,Customer 48,customer48@mail.com,Chile,Quito,+593970078382,2023-06-30
49,Customer 49,customer49@mail.com,Chile,Santiago,+593947371474,2025-04-07
50,Customer 50,customer50@mail.com,Colombia,Cuenca,+593981648034,2023-06-06
51,Customer 51,customer51@mail.com,Chile,Bogota,+593944091076,2023-09-26
52,Customer 52,customer52@mail.com,Colombia,Guayaquil,+593944206848,2024-08-20
53,Customer 53,customer53@mail.com,Chile,Lima,+593988645387,2024-08-15
54,Customer 54,customer54@mail.com,Peru,Quito,+593934938778,2024-06-01
55,Customer 55,customer55@mail.com,Peru,Guayaquil,+593974448823,2024-02-19
56,Customer 56,customer56@mail.com,Peru,Lima,+593928484758,2024-05-20
57,Customer 57,customer57@mail.com,Chile,Guayaquil,+593930969112,2023-05-31
58,Customer 58,customer58@mail.com,Colombia,Bogota,+593966418580,2024-07-26
59,Customer 59,customer59@mail.com,Colombia,Bogota,+593953117886,2025-11-21
60,Customer 60,customer60@mail.com,Chile,Bogota,+593970712825,2024-05-15
61,Customer 61,customer61@mail.com,Peru,Santiago,+593978958259,2022-04-16
62,Customer 62,customer62@mail.com,Peru,Santiago,+593944543768,2025-01-13
63,Customer 63,customer63@mail.com,Colombia,Quito,+593977073772,2022-08-02
64,Customer 64,customer64@mail.com,Peru,Bogota,+593942377375,2025-02-18
65,Customer 65,customer65@mail.com,Ecuador,Lima,+593975777503,2025-03-01
66,Customer 66,customer66@mail.com,Colombia,Guayaquil,+593931937540,2024-04-29
67,Customer 67,customer67@mail.com,Peru,Cuenca,+593971171235,2022-07-16
68,Customer 68,customer68@mail.com,Colombia,Lima,+593940995053,2022-01-19
69,Customer 69,customer69@mail.com,Ecuador,Santiago,+593955848553,2023-10-04
70,Customer 70,customer70@mail.com,Colombia,Santiago,+593934198505,2024-11-01
71,Customer 71,customer71@mail.com,Colombia,Lima,+593925551270,2025-01-09
72,Customer 72,customer72@mail.com,Colombia,Santiago,+593965978831,2022-11-26
73,Customer 73,customer73@mail.com,Colombia,Bogota,+593915666912,2024-05-15
74,Customer 74,customer74@mail.com,Ecuador,Quito,+593936237808,2024-02-13
75,Customer 75,customer75@mail.com,Chile,Guayaquil,+593947872852,2023-01-27
76,Customer 76,customer76@mail.com,Colombia,Quito,+593986152968,2023-09-29
77,Customer 77,customer77@mail.com,Colombia,Guayaquil,+593975029125,2022-11-03
78,Customer 78,customer78@mail.com,Peru,Guayaquil,+593980314092,2025-07-14
79,Customer 79,customer79@mail.com,Colombia,Quito,+593923453858,2024-06-13
80,Customer 80,customer80@mail.com,Peru,Lima,+593932076454,2023-10-14
81,Customer 81,customer81@mail.com,Chile,Guayaquil,+593937329173,2024-04-20
82,Customer 82,customer82@mail.com,Ecuador,Quito,+593974711285,2024-10-22
83,Customer 83,customer83@mail.com,Ecuador,Guayaquil,+593966846596,2023-06-04
84,Customer 84,customer84@mail.com,Chile,Cuenca,+593998866217,2023-09-28
85,Customer 85,customer85@mail.com,Ecuador,Lima,+593950271958,2025-08-25
86,Customer 86,customer86@mail.com,Chile,Bogota,+593914429899,2024-01-10
87,Customer 87,customer87@mail.com,Chile,Guayaquil,+593974485846,2023-04-14
88,Customer 88,customer88@mail.com,Chile,Cuenca,+593945502493,2022-07-31
89,Customer 89,customer89@mail.com,Ecuador,Bogota,+593917347000,2025-02-09
90,Customer 90,customer90@mail.com,Peru,Bogota,+593966912766,2024-10-28
91,Customer 91,customer91@mail.com,Chile,Guayaquil,+593982141525,2024-03-14
92,Customer 92,customer92@mail.com,Colombia,Quito,+593973105480,2023-04-22
93,Customer 93,customer93@mail.com,Ecuador,Guayaquil,+593927675548,2024-05-23
94,Customer 94,customer94@mail.com,Chile,Cuenca,+593984712740,2023-04-05
95,Customer 95,customer95@mail.com,Chile,Bogota,+593930803158,2022-09-10
96,Customer 96,customer96@mail.com,Colombia,Guayaquil,+593923654687,2024-01-22
97,Customer 97,customer97@mail.com,Peru,Quito,+593937700781,2024-09-07
98,Customer 98,customer98@mail.com,Peru,Guayaquil,+593952106227,2024-05-03
99,Customer 99,customer99@mail.com,Peru,Lima,+593956592494,2022-08-24
100,Customer 100,customer100@mail.com,Chile,Quito,+593998589935,2025-08-22
101,Customer 101,customer101@mail.com,Chile,Cuenca,+593948802832,2023-04-23
102,Customer 102,customer102@mail.com,Chile,Bogota,+593918556135,2023-11-10
103,Customer 103,customer103@mail.com,Ecuador,Guayaquil,+593992559572,2024-11-09
104,Customer 104,customer104@mail.com,Colombia,Quito,+593912744804,2022-08-04
105,Customer 105,customer105@mail.com,Chile,Lima,+593968630789,2024-05-04
106,Customer 106,customer106@mail.com,Colombia,Quito,+593945142251,2022-05-15
107,Customer 107,customer107@mail.com,Colombia,Santiago,+593974138257,2024-06-23
108,Customer 108,customer108@mail.com,Peru,Lima,+593976729565,2025-02-26
109,Customer 109,customer109@mail.com,Ecuador,Cuenca,+593931959317,2023-02-14
110,Customer 110,customer110@mail.com,Chile,Bogota,+593953463413,2025-12-16
111,Customer 111,customer111@mail.com,Peru,Cuenca,+593916356381,2025-08-10
112,Customer 112,customer112@mail.com,Peru,Guayaquil,+593992158288,2025-06-23
113,Customer 113,customer113@mail.com,Chile,Quito,+593944148989,2022-03-27
114,Customer 114,customer114@mail.com,Colombia,Santiago,+593950794346,2023-07-10
115,Customer 115,customer115@mail.com,Peru,Lima,+593968685855,2025-10-30
116,Customer 116,customer116@mail.com,Colombia,Lima,+593978098985,2023-01-13
117,Customer 117,customer117@mail.com,Ecuador,Quito,+593938615154,2025-11-14
118,Customer 118,customer118@mail.com,Colombia,Santiago,+593955188745,2024-12-10
119,Customer 119,customer119@mail.com,Ecuador,Quito,+593951400302,2022-08-30
120,Customer 120,customer120@mail.com,Colombia,Guayaquil,+593959802235,2025-08-10
121,Customer 121,customer121@mail.com,Peru,Cuenca,+593994369522,2024-07-08
122,Customer 122,customer122@mail.com,Peru,Lima,+593925510435,2022-09-23
123,Customer 123,customer123@mail.com,Ecuador,Guayaquil,+593992568904,2025-02-17
124,Customer 124,customer124@mail.com,Chile,Cuenca,+593970141083,2023-12-13
125,Customer 125,customer125@mail.com,Ecuador,Guayaquil,+593955874854,2025-06-25
126,Customer 126,customer126@mail.com,Ecuador,Santiago,+593978860661,2022-03-11
127,Customer 127,customer127@mail.com,Colombia,Lima,+593985594878,2022-02-26
128,Customer 128,customer128@mail.com,Colombia,Quito,+593976371730,2025-11-06
129,Customer 129,customer129@mail.com,Ecuador,Quito,+593913452814,2022-02-08
130,Customer 130,customer130@mail.com,Peru,Cuenca,+593950425111,2024-03-11
131,Customer 131,customer131@mail.com,Colombia,Bogota,+593985147626,2024-11-07
132,Customer 132,customer132@mail.com,Chile,Santiago,+593946446344,2024-01-02
133,Customer 133,customer133@mail.com,Colombia,Cuenca,+593950909998,2024-04-04
134,Customer 134,customer134@mail.com,Colombia,Bogota,+593926600352,2024-01-26
135,Customer 135,customer135@mail.com,Chile,Guayaquil,+593951467922,2022-12-18
136,Customer 136,customer136@mail.com,Ecuador,Santiago,+593948353225,2025-08-14
137,Customer 137,customer137@mail.com,Chile,Guayaquil,+593934115111,2022-10-10
138,Customer 138,customer138@mail.com,Ecuador,Lima,+593972904494,2022-04-20
139,Customer 139,customer139@mail.com,Ecuador,Santiago,+593925438825,2024-10-13
140,Customer 140,customer140@mail.com,Ecuador,Bogota,+593976331072,2025-04-18
141,Customer 141,customer141@mail.com,Chile,Lima,+593979437340,2023-06-28
142,Customer 142,customer142@mail.com,Ecuador,Quito,+593910484273,2022-01-25
143,Customer 143,customer143@mail.com,Peru,Bogota,+593974648545,2024-04-22
144,Customer 144,customer144@mail.com,Chile,Cuenca,+593934516082,2024-03-01
145,Customer 145,customer145@mail.com,Peru,Quito,+593976293900,2024-01-08
146,Customer 146,customer146@mail.com,Ecuador,Quito,+593965445376,2022-02-26
147,Customer 147,customer147@mail.com,Colombia,Cuenca,+593937569057,2022-06-29
148,Customer 148,customer148@mail.com,Ecuador,Santiago,+593915386159,2022-08-20
149,Customer 149,customer149@mail.com,Peru,Quito,+593942702702,2022-12-09
150,Customer 150,customer150@mail.com,Peru,Bogota,+593949201327,2023-04-22
151,Customer 151,customer151@mail.com,Chile,Lima,+593961058096,2023-07-30
152,Customer 152,customer152@mail.com,Colombia,Quito,+593916852902,2023-03-31
153,Customer 153,customer153@mail.com,Chile,Bogota,+593986630655,2025-06-09
154,Customer 154,customer154@mail.com,Peru,Guayaquil,+593960189143,2022-10-16
155,Customer 155,customer155@mail.com,Ecuador,Bogota,+593929643673,2025-05-21
156,Customer 156,customer156@mail.com,Colombia,Lima,+593962762640,2022-09-15
157,Customer 157,customer157@mail.com,Ecuador,Bogota,+593990539718,2023-06-14
158,Customer 158,customer158@mail.com,Ecuador,Cuenca,+593998200460,2023-11-18
159,Customer 159,customer159@mail.com,Colombia,Lima,+593982410436,2024-07-17
160,Customer 160,customer160@mail.com,Chile,Santiago,+593973569689,2022-08-17
161,Customer 161,customer161@mail.com,Ecuador,Guayaquil,+593998797488,2025-06-03
162,Customer 162,customer162@mail.com,Peru,Cuenca,+593982225798,2023-08-19
163,Customer 163,customer163@mail.com,Ecuador,Santiago,+593943522480,2023-03-11
164,Customer 164,customer164@mail.com,Colombia,Bogota,+593969880550,2024-05-31
165,Customer 165,customer165@mail.com,Colombia,Lima,+593965927604,2024-10-17
166,Customer 166,customer166@mail.com,Colombia,Guayaquil,+593987842160,2023-02-06
167,Customer 167,customer167@mail.com,Chile,Cuenca,+593985533885,2023-09-14
168,Customer 168,customer168@mail.com,Ecuador,Santiago,+593959426960,2022-03-29
169,Customer 169,customer169@mail.com,Chile,Santiago,+593968235050,2023-08-07
170,Customer 170,customer170@mail.com,Chile,Guayaquil,+593938114456,2022-11-05
171,Customer 171,customer171@mail.com,Colombia,Bogota,+593982999162,2024-06-24
172,Customer 172,customer172@mail.com,Colombia,Guayaquil,+593933643900,2022-12-09
173,Customer 173,customer173@mail.com,Chile,Santiago,+593918027522,2023-03-12
174,Customer 174,customer174@mail.com,Ecuador,Quito,+593955611548,2022-06-26
175,Customer 175,customer175@mail.com,Peru,Cuenca,+593924716532,2022-05-19
176,Customer 176,customer176@mail.com,Chile,Guayaquil,+593923531114,2022-07-13
177,Customer 177,customer177@mail.com,Ecuador,Santiago,+593914860319,2025-04-24
178,Customer 178,customer178@mail.com,Colombia,Bogota,+593924054779,2025-05-26
179,Customer 179,customer179@mail.com,Colombia,Santiago,+593938189839,2025-04-02
180,Customer 180,customer180@mail.com,Ecuador,Bogota,+593952858520,2025-03-30
181,Customer 181,customer181@mail.com,Peru,Guayaquil,+593963972789,2024-07-31
182,Customer 182,customer182@mail.com,Colombia,Bogota,+593930159131,2023-06-09
183,Customer 183,customer183@mail.com,Colombia,Lima,+593951985096,2024-12-01
184,Customer 184,customer184@mail.com,Colombia,Lima,+593928926199,2024-07-03
185,Customer 185,customer185@mail.com,Ecuador,Lima,+593921331383,2022-07-29
186,Customer 186,customer186@mail.com,Chile,Quito,+593948175224,2024-01-11
187,Customer 187,customer187@mail.com,Colombia,Guayaquil,+593978446632,2024-05-11
188,Customer 188,customer188@mail.com,Chile,Santiago,+593980199794,2025-07-22
189,Customer 189,customer189@mail.com,Peru,Santiago,+593920249579,2024-08-11
190,Customer 190,customer190@mail.com,Colombia,Quito,+593928291317,2025-07-26
191,Customer 191,customer191@mail.com,Colombia,Bogota,+593954273384,2025-06-28
192,Customer 192,customer192@mail.com,Peru,Quito,+593911406150,2025-08-26
193,Customer 193,customer193@mail.com,Colombia,Bogota,+593969245261,2024-04-12
194,Customer 194,customer194@mail.com,Chile,Bogota,+593955362588,2022-05-20
195,Customer 195,customer195@mail.com,Ecuador,Cuenca,+593944783890,2024-03-02
196,Customer 196,customer196@mail.com,Chile,Santiago,+593958206785,2023-06-30
197,Customer 197,customer197@mail.com,Ecuador,Lima,+593942469420,2024-10-13
198,Customer 198,customer198@mail.com,Ecuador,Bogota,+593976977550,2022-02-26
199,Customer 199,customer199@mail.com,Chile,Cuenca,+593967413770,2022-04-22
200,Customer 200,customer200@mail.com,Chile,Santiago,+593966692404,2022-01-05
201,Customer 201,customer201@mail.com,Chile,Lima,+593924986157,2025-12-04
202,Customer 202,customer202@mail.com,Chile,Bogota,+593965087645,2025-12-08
203,Customer 203,customer203@mail.com,Peru,Bogota,+593976607761,2025-04-20
204,Customer 204,customer204@mail.com,Colombia,Quito,+593978602415,2024-11-02
205,Customer 205,customer205@mail.com,Ecuador,Quito,+593997859393,2025-09-24
206,Customer 206,customer206@mail.com,Chile,Santiago,+593929214047,2025-07-06
207,Customer 207,customer207@mail.com,Chile,Lima,+593956108295,2022-03-31
208,Customer 208,customer208@mail.com,Chile,Bogota,+593920095125,2023-09-08
209,Customer 209,customer209@mail.com,Peru,Santiago,+593955140485,2024-06-09
210,Customer 210,customer210@mail.com,Chile,Santiago,+593971868747,2023-11-29
211,Customer 211,customer211@mail.com,Chile,Guayaquil,+593955144248,2025-06-27
212,Customer 212,customer212@mail.com,Chile,Quito,+593927943886,2025-07-02
213,Customer 213,customer213@mail.com,Colombia,Lima,+593927457883,2024-06-16
214,Customer 214,customer214@mail.com,Peru,Bogota,+593971569139,2024-08-28
215,Customer 215,customer215@mail.com,Chile,Santiago,+593965651376,2025-02-05
216,Customer 216,customer216@mail.com,Ecuador,Bogota,+593959844908,2023-10-30
217,Customer 217,customer217@mail.com,Ecuador,Guayaquil,+593965742545,2023-08-17
218,Customer 218,customer218@mail.com,Ecuador,Lima,+593912014017,2023-08-12
219,Customer 219,customer219@mail.com,Peru,Santiago,+593967416012,2023-04-30
220,Customer 220,customer220@mail.com,Peru,Bogota,+593997908341,2024-09-08
221,Customer 221,customer221@mail.com,Ecuador,Quito,+593964968851,2024-08-29
222,Customer 222,customer222@mail.com,Chile,Guayaquil,+593931672156,2025-07-05
223,Customer 223,customer223@mail.com,Peru,Lima,+593959768169,2023-10-01
224,Customer 224,customer224@mail.com,Ecuador,Guayaquil,+593947203676,2024-09-23
225,Customer 225,customer225@mail.com,Ecuador,Quito,+593948168898,2022-10-09
226,Customer 226,customer226@mail.com,Chile,Lima,+593915846866,2024-09-12
227,Customer 227,customer227@mail.com,Colombia,Guayaquil,+593942227330,2025-01-16
228,Customer 228,customer228@mail.com,Peru,Cuenca,+593939079221,2025-05-12
229,Customer 229,customer229@mail.com,Chile,Quito,+593955031629,2022-01-16
230,Customer 230,customer230@mail.com,Ecuador,Quito,+593972959655,2025-03-20
231,Customer 231,customer231@mail.com,Ecuador,Quito,+593936687546,2024-07-24
232,Customer 232,customer232@mail.com,Chile,Cuenca,+593992181046,2022-09-11
233,Customer 233,customer233@mail.com,Peru,Cuenca,+593927127283,2025-04-26
234,Customer 234,customer234@mail.com,Colombia,Bogota,+593970427082,2022-11-25
235,Customer 235,customer235@mail.com,Colombia,Santiago,+593912059385,2023-06-28
236,Customer 236,customer236@mail.com,Ecuador,Guayaquil,+593936607070,2024-02-22
237,Customer 237,customer237@mail.com,Peru,Bogota,+593945921754,2024-09-23
238,Customer 238,customer238@mail.com,Colombia,Guayaquil,+593928152861,2025-11-21
239,Customer 239,customer239@mail.com,Peru,Santiago,+593991036161,2025-09-15
240,Customer 240,customer240@mail.com,Peru,Cuenca,+593933340093,2024-04-24
241,Customer 241,customer241@mail.com,Ecuador,Santiago,+593975452592,2025-04-07
242,Customer 242,customer242@mail.com,Colombia,Cuenca,+593932821211,2023-01-01
243,Customer 243,customer243@mail.com,Chile,Santiago,+593940016158,2025-04-16
244,Customer 244,customer244@mail.com,Ecuador,Bogota,+593916964705,2023-10-17
245,Customer 245,customer245@mail.com,Colombia,Lima,+593952642935,2025-10-17
246,Customer 246,customer246@mail.com,Colombia,Bogota,+593983741006,2024-01-30
247,Customer 247,customer247@mail.com,Colombia,Guayaquil,+593984765359,2023-10-01
248,Customer 248,customer248@mail.com,Colombia,Bogota,+593927022360,2024-11-29
249,Customer 249,customer249@mail.com,Colombia,Quito,+593989521699,2024-07-12
250,Customer 250,customer250@mail.com,Peru,Guayaquil,+593980931591,2023-02-20
251,Customer 251,customer251@mail.com,Ecuador,Santiago,+593995130440,2025-10-10
252,Customer 252,customer252@mail.com,Peru,Guayaquil,+593982079673,2022-09-12
253,Customer 253,customer253@mail.com,Chile,Lima,+593913049316,2025-03-12
254,Customer 254,customer254@mail.com,Colombia,Cuenca,+593917503276,2023-12-11
255,Customer 255,customer255@mail.com,Ecuador,Santiago,+593937715389,2023-07-31
256,Customer 256,customer256@mail.com,Colombia,Guayaquil,+593987344057,2024-06-18
257,Customer 257,customer257@mail.com,Ecuador,Santiago,+593946515315,2022-01-11
258,Customer 258,customer258@mail.com,Peru,Santiago,+593975818320,2022-01-26
259,Customer 259,customer259@mail.com,Ecuador,Santiago,+593972827874,2024-08-14
260,Customer 260,customer260@mail.com,Chile,Cuenca,+593974027108,2023-02-25
261,Customer 261,customer261@mail.com,Chile,Bogota,+593994792530,2025-05-29
262,Customer 262,customer262@mail.com,Ecuador,Santiago,+593959908282,2023-05-11
263,Customer 263,customer263@mail.com,Ecuador,Quito,+593968544710,2025-06-14
264,Customer 264,customer264@mail.com,Ecuador,Lima,+593936774619,2022-08-25
265,Customer 265,customer265@mail.com,Ecuador,Cuenca,+593942105736,2024-10-05
266,Customer 266,customer266@mail.com,Chile,Guayaquil,+593923798270,2022-08-07
267,Customer 267,customer267@mail.com,Colombia,Cuenca,+593976183387,2023-04-06
268,Customer 268,customer268@mail.com,Ecuador,Guayaquil,+593977667845,2023-10-25
269,Customer 269,customer269@mail.com,Ecuador,Cuenca,+593920431929,2023-09-27
270,Customer 270,customer270@mail.com,Chile,Guayaquil,+593918497552,2025-03-13
271,Customer 271,customer271@mail.com,Chile,Santiago,+593945351951,2024-09-16
272,Customer 272,customer272@mail.com,Peru,Bogota,+593947432022,2022-07-08
273,Customer 273,customer273@mail.com,Ecuador,Guayaquil,+593960086878,2022-09-12
274,Customer 274,customer274@mail.com,Peru,Guayaquil,+593924625666,2022-03-09
275,Customer 275,customer275@mail.com,Chile,Quito,+593970678947,2023-09-08
276,Customer 276,customer276@mail.com,Chile,Guayaquil,+593947945833,2022-12-02
277,Customer 277,customer277@mail.com,Colombia,Quito,+593980036964,2023-11-02
278,Customer 278,customer278@mail.com,Ecuador,Lima,+593954652276,2024-03-31
279,Customer 279,customer279@mail.com,Peru,Santiago,+593941745493,2024-05-23
280,Customer 280,customer280@mail.com,Chile,Quito,+593945507773,2025-12-03
281,Customer 281,customer281@mail.com,Chile,Bogota,+593910973737,2022-10-27
282,Customer 282,customer282@mail.com,Peru,Santiago,+593932210217,2022-12-23
283,Customer 283,customer283@mail.com,Colombia,Quito,+593947457340,2022-09-13
284,Customer 284,customer284@mail.com,Chile,Santiago,+593999948213,2024-10-04
285,Customer 285,customer285@mail.com,Ecuador,Santiago,+593958155151,2022-12-19
286,Customer 286,customer286@mail.com,Chile,Santiago,+593973368711,2023-06-08
287,Customer 287,customer287@mail.com,Ecuador,Lima,+593915698618,2024-08-07
288,Customer 288,customer288@mail.com,Peru,Bogota,+593935861356,2024-01-26
289,Customer 289,customer289@mail.com,Ecuador,Cuenca,+593986294529,2022-10-11
290,Customer 290,customer290@mail.com,Peru,Cuenca,+593989890013,2025-08-28
291,Customer 291,customer291@mail.com,Ecuador,Quito,+593916822603,2022-04-09
292,Customer 292,customer292@mail.com,Peru,Santiago,+593934027785,2022-07-16
293,Customer 293,customer293@mail.com,Ecuador,Quito,+593940320939,2023-04-27
294,Customer 294,customer294@mail.com,Colombia,Lima,+593911805518,2024-05-27
295,Customer 295,customer295@mail.com,Ecuador,Lima,+593972155344,2025-06-03
296,Customer 296,customer296@mail.com,Ecuador,Guayaquil,+593947177857,2023-09-07
297,Customer 297,customer297@mail.com,Colombia,Lima,+593947153969,2023-09-10
298,Customer 298,customer298@mail.com,Chile,Guayaquil,+593943495435,2025-10-20
299,Customer 299,customer299@mail.com,Chile,Bogota,+593937312498,2023-01-03
300,Customer 300,customer300@mail.com,Ecuador,Quito,+593950076121,2023-07-24
301,Customer 301,customer301@mail.com,Colombia,Bogota,+593967021206,2023-08-13
302,Customer 302,customer302@mail.com,Ecuador,Lima,+593924004881,2025-01-03
303,Customer 303,customer303@mail.com,Peru,Bogota,+593974387807,2024-12-01
304,Customer 304,customer304@mail.com,Peru,Bogota,+593987707325,2023-02-26
305,Customer 305,customer305@mail.com,Ecuador,Bogota,+593930868901,2024-04-15
306,Customer 306,customer306@mail.com,Chile,Lima,+593918595960,2025-04-19
307,Customer 307,customer307@mail.com,Chile,Santiago,+593970395758,2023-06-29
308,Customer 308,customer308@mail.com,Ecuador,Bogota,+593960516162,2022-03-12
309,Customer 309,customer309@mail.com,Ecuador,Guayaquil,+593916736549,2025-02-02
310,Customer 310,customer310@mail.com,Peru,Lima,+593958852189,2025-05-08
311,Customer 311,customer311@mail.com,Chile,Bogota,+593937023420,2025-01-29
312,Customer 312,customer312@mail.com,Ecuador,Santiago,+593961590272,2024-02-07
313,Customer 313,customer313@mail.com,Peru,Lima,+593993802796,2022-11-03
314,Customer 314,customer314@mail.com,Chile,Cuenca,+593967628639,2023-01-12
315,Customer 315,customer315@mail.com,Colombia,Santiago,+593924717083,2023-10-17
316,Customer 316,customer316@mail.com,Peru,Guayaquil,+593940670201,2023-11-09
317,Customer 317,customer317@mail.com,Chile,Bogota,+593916671203,2023-02-03
318,Customer 318,customer318@mail.com,Chile,Cuenca,+593958393094,2022-08-09
319,Customer 319,customer319@mail.com,Peru,Cuenca,+593972856981,2022-07-01
320,Customer 320,customer320@mail.com,Colombia,Lima,+593912750025,2022-11-03
321,Customer 321,customer321@mail.com,Peru,Cuenca,+593934562662,2023-06-06
322,Customer 322,customer322@mail.com,Chile,Guayaquil,+593920478542,2025-11-20
323,Customer 323,customer323@mail.com,Ecuador,Guayaquil,+593949290062,2024-10-10
324,Customer 324,customer324@mail.com,Ecuador,Quito,+593956606102,2022-01-04
325,Customer 325,customer325@mail.com,Peru,Guayaquil,+593972516086,2024-05-12
326,Customer 326,customer326@mail.com,Chile,Santiago,+593910955205,2024-04-27
327,Customer 327,customer327@mail.com,Ecuador,Cuenca,+593933443415,2024-03-14
328,Customer 328,customer328@mail.com,Chile,Guayaquil,+593959172324,2025-07-28
329,Customer 329,customer329@mail.com,Peru,Lima,+593951130558,2022-08-03
330,Customer 330,customer330@mail.com,Ecuador,Quito,+593970148245,2024-08-29
331,Customer 331,customer331@mail.com,Chile,Cuenca,+593920421317,2025-12-14
332,Customer 332,customer332@mail.com,Ecuador,Quito,+593948615932,2022-04-11
333,Customer 333,customer333@mail.com,Peru,Cuenca,+593927977748,2024-08-20
334,Customer 334,customer334@mail.com,Chile,Lima,+593967827935,2023-07-27
335,Customer 335,customer335@mail.com,Ecuador,Quito,+593960796110,2025-08-25
336,Customer 336,customer336@mail.com,Peru,Bogota,+593931646139,2023-10-20
337,Customer 337,customer337@mail.com,Ecuador,Santiago,+593943197175,2024-07-27
338,Customer 338,customer338@mail.com,Ecuador,Santiago,+593971720365,2024-12-22
339,Customer 339,customer339@mail.com,Colombia,Cuenca,+593955515441,2022-08-14
340,Customer 340,customer340@mail.com,Colombia,Bogota,+593920833583,2022-04-15
341,Customer 341,customer341@mail.com,Peru,Quito,+593955214597,2024-02-11
342,Customer 342,customer342@mail.com,Colombia,Bogota,+593968261869,2025-12-19
343,Customer 343,customer343@mail.com,Peru,Bogota,+593966342202,2025-07-02
344,Customer 344,customer344@mail.com,Colombia,Quito,+593970993015,2023-03-05
345,Customer 345,customer345@mail.com,Ecuador,Lima,+593964935271,2023-03-10
346,Customer 346,customer346@mail.com,Peru,Bogota,+593985071230,2025-05-15
347,Customer 347,customer347@mail.com,Peru,Bogota,+593955191244,2024-11-17
348,Customer 348,customer348@mail.com,Ecuador,Lima,+593965472357,2023-11-13
349,Customer 349,customer349@mail.com,Peru,Bogota,+593912480017,2025-09-21
